profile_index,profile_id,valid_time,latitude,longitude,region_name,source_name,climate_regime,surface_type,season_label,sample_group,surface_temperature_k,min_temperature_k,max_temperature_k,mean_temperature_k,lower_layer_mean_temperature_k,upper_layer_mean_temperature_k,mean_h2o_vmr,lower_layer_mean_h2o_vmr,upper_layer_mean_h2o_vmr,min_h2o_vmr,max_h2o_vmr,evaluation_split,profile_class,noise_case,feature_case,model_name,target_name,y_true_k,y_pred_k,residual_k,tb_obs_50_3,tb_obs_52_8,tb_obs_54_4,tb_obs_degraded_50_3,tb_obs_degraded_52_8,tb_obs_degraded_54_4
147,lower_latitude_maritime_2020_t03_loc07,2020-09-16T00:00:00.000000000,14.0,308.0,tropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_east_loc02,299.3472900390625,196.61720275878903,299.3472900390625,254.81789336333404,291.5136210123698,225.7939164903429,0.0067761264150616,0.0190609154965503,5.424047367669914e-05,4.644668478689682e-06,0.0278079265480443,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.5136210123698,291.0196059455248,-0.49401506684500873,,,,290.5905623278511,276.17481320685863,247.43043237699007
148,lower_latitude_maritime_2020_t03_loc08,2020-09-16T00:00:00.000000000,14.0,306.0,tropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_east_loc03,299.5233459472656,196.6337738037109,299.5233459472656,254.8436448380754,291.5956090291341,225.7887378268772,0.0067075459940028,0.0188822586391184,5.335009880817895e-05,4.644668478689682e-06,0.0279341582919157,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.5956090291341,293.4125372875162,1.81692825838212,,,,291.0151528385612,278.73651050751016,243.66748919230784
149,lower_latitude_maritime_2020_t03_loc09,2020-09-16T00:00:00.000000000,16.0,308.0,tropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_east_loc04,299.2333679199219,197.07286071777344,299.2333679199219,254.80608058620143,291.5201772054036,225.7760798136393,0.0067410294926444,0.019066352385716,4.629822832475853e-05,4.644668478689682e-06,0.0279405343998861,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.5201772054036,292.9632488369895,1.4430716315858945,,,,289.84630217516315,279.4269967327894,244.21548089180945
150,lower_latitude_maritime_2020_t03_loc10,2020-09-16T00:00:00.000000000,20.0,300.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc00,299.6745300292969,198.27001953125,299.6745300292969,254.75457846151812,291.5707499186198,225.86859469943576,0.0066662865038504,0.0188023274927876,4.818165154212214e-05,4.644668478689682e-06,0.0282906456850555,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.5707499186198,291.8804706106989,0.3097206920791109,,,,290.2866066603161,276.5413879868251,243.48477997357102
151,lower_latitude_maritime_2020_t03_loc11,2020-09-16T00:00:00.000000000,18.0,300.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc01,299.88165283203125,197.67144775390625,299.88165283203125,254.8209686279297,291.7217712402344,225.809449089898,0.0067832834481645,0.0191064895167386,5.0886290463082535e-05,4.644668478689682e-06,0.0284750084549997,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.7217712402344,291.84787498947355,0.1261037492391779,,,,290.74549063091354,277.4460989984675,247.0701188972297
152,lower_latitude_maritime_2020_t03_loc12,2020-09-16T00:00:00.000000000,20.0,302.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc02,299.43634033203125,198.2990264892578,299.43634033203125,254.74136806178737,291.52086639404297,225.85018242730035,0.006652632272095,0.0187391327397059,4.794201208556329e-05,4.644668478689682e-06,0.0283065914464817,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.52086639404297,291.4979015339476,-0.02296486009538512,,,,290.29931115189356,276.6930617418078,245.66282642054142
153,lower_latitude_maritime_2020_t03_loc13,2020-09-16T00:00:00.000000000,18.0,302.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc03,299.72216796875,197.6776580810547,299.72216796875,254.8116203514305,291.6798324584961,225.8005879720052,0.0066878403821948,0.0188413606296485,4.732563584765912e-05,4.644668478689682e-06,0.0283276420641742,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.6798324584961,291.9827152302953,0.3028827717992044,,,,290.9297940322355,277.02477686430416,245.95205130336234
154,lower_latitude_maritime_2020_t03_loc14,2020-09-16T00:00:00.000000000,16.0,300.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc04,300.0390625,197.1080780029297,300.0390625,254.8706215523385,291.801513671875,225.7810270521376,0.0068543962592313,0.0192457560099404,5.208409628158551e-05,4.644668478689682e-06,0.0285286053535326,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.801513671875,293.28803932405873,1.4865256521837296,,,,291.5425863741131,276.96470693497264,241.4968737768827
155,lower_latitude_maritime_2020_t03_loc15,2020-09-16T00:00:00.000000000,20.0,308.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc00,298.9869079589844,198.3466644287109,298.9869079589844,254.6973691373258,291.3354975382487,225.82820468478727,0.0064668984892915,0.0184380595071891,4.571691817692123e-05,4.644668478689682e-06,0.0276549415809782,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.3354975382487,291.5795300315636,0.24403249331487586,,,,290.8732264366933,275.9480091266855,245.1135810753379
156,lower_latitude_maritime_2020_t03_loc16,2020-09-16T00:00:00.000000000,18.0,308.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc01,299.1380920410156,197.70872497558597,299.1380920410156,254.80249724517,291.5255279541016,225.80381181504995,0.0065373864986989,0.0185608063586373,4.260132016449677e-05,4.644668478689682e-06,0.0280113103666965,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.5255279541016,291.01266320907894,-0.5128647450226822,,,,290.92436752308714,275.96961665033774,247.88897655358542
157,lower_latitude_maritime_2020_t03_loc17,2020-09-16T00:00:00.000000000,20.0,306.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc02,299.1111755371094,198.334228515625,299.1111755371094,254.7527333852407,291.44078318278,225.84051683213977,0.0064667585395649,0.0183748278648905,4.883197856753861e-05,4.644668478689682e-06,0.0279991925857055,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.44078318278,291.6609701800946,0.22018699731455627,,,,290.75379467792476,275.8789424857588,244.23159551694386
158,lower_latitude_maritime_2020_t03_loc18,2020-09-16T00:00:00.000000000,18.0,306.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc03,299.3659362792969,197.6652374267578,299.3659362792969,254.8080951587574,291.59094492594403,225.79103766547308,0.0064919704591955,0.0184979832959702,4.482640864776058e-05,4.644668478689682e-06,0.0281095116246752,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.59094492594403,292.40676587503833,0.8158209490943023,,,,291.1479790295598,277.1544665166506,244.89873185240776
159,lower_latitude_maritime_2020_t03_loc19,2020-09-16T00:00:00.000000000,20.0,304.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc04,299.3307189941406,198.37152099609372,299.3307189941406,254.7418732514253,291.4880727132161,225.8371810913086,0.006557883292327,0.0185029858385137,4.87293266343045e-05,4.644668478689682e-06,0.0281267312316527,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.4880727132161,292.9371498800606,1.4490771668444609,,,,291.7331578655543,277.4565845050888,244.78892478275975
160,lower_latitude_maritime_2020_t04_loc00,2020-10-16T12:00:00.000000000,12.0,300.0,tropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_west_loc00,299.6351928710937,196.31480407714844,299.6351928710937,254.8850675015836,291.62633260091144,226.0971188015408,0.0073022936565249,0.0198107973557705,6.235516682360642e-05,4.644668478689682e-06,0.0285241385527185,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.62633260091144,291.69954761339795,0.0732150124865143,,,,290.1031758084293,277.12317271380306,245.20316023710183
161,lower_latitude_maritime_2020_t04_loc01,2020-10-16T12:00:00.000000000,12.0,302.0,tropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_west_loc01,299.6766052246094,196.5322723388672,299.6766052246094,254.8543890875739,291.5602213541667,226.08653174506293,0.0072720780321621,0.0196791145158896,6.557362217905971e-05,4.644668478689682e-06,0.0281630845812586,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.5602213541667,292.1506506469689,0.5904292928022414,,,,289.7969328912901,278.0860265065707,244.56870221544156
162,lower_latitude_maritime_2020_t04_loc02,2020-10-16T12:00:00.000000000,14.0,300.0,tropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_west_loc02,299.5502624511719,196.87196350097656,299.5502624511719,254.75177909232477,291.4739176432292,225.98906962076825,0.0071374531117457,0.0192893340480852,6.201330213164746e-05,4.644668478689682e-06,0.0278914393407577,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.4739176432292,292.5095504533998,1.0356328101706254,,,,290.9383830955347,277.3942493330085,244.41379857109857
163,lower_latitude_maritime_2020_t04_loc03,2020-10-16T12:00:00.000000000,14.0,302.0,tropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_west_loc03,299.43634033203125,197.1039276123047,299.43634033203125,254.7223914893898,291.40384674072266,225.98458099365237,0.0070215517389741,0.0190265009001665,6.095152521111958e-05,4.644668478689682e-06,0.0277843387118385,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.40384674072266,292.1505099477276,0.7466632070049286,,,,289.58331080950575,278.6014713188406,245.23366370254615
164,lower_latitude_maritime_2020_t04_loc04,2020-10-16T12:00:00.000000000,12.0,304.0,tropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_west_loc04,299.57305908203125,196.6938323974609,299.57305908203125,254.8352446684966,291.5094757080078,226.07341512044272,0.0071620472298218,0.0193685216588344,6.988880619483755e-05,4.644668478689682e-06,0.027964123641768,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.5094757080078,292.0199145179365,0.5104388099287007,,,,290.4881700010333,277.77112746868386,246.3473939654605
165,lower_latitude_maritime_2020_t04_loc05,2020-10-16T12:00:00.000000000,12.0,308.0,tropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_east_loc00,299.1733093261719,196.7269744873047,299.1733093261719,254.75323692527977,291.27716064453125,226.0368220011393,0.0070854078143523,0.0192141518604661,6.800444708747417e-05,4.644668478689682e-06,0.0276944595167621,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.27716064453125,292.0975968210998,0.8204361765685348,,,,289.89978845269604,277.5215628480489,243.75904126762134
166,lower_latitude_maritime_2020_t04_loc06,2020-10-16T12:00:00.000000000,12.0,306.0,tropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_east_loc01,299.3017272949219,196.7248992919922,299.3017272949219,254.7817292084565,291.3596598307292,226.0558081732856,0.0071639600708938,0.0194297639712341,7.047053965436089e-05,4.644668478689682e-06,0.0278908039356732,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.3596598307292,291.847745217786,0.48808538705679894,,,,291.156819593794,275.6107427830823,243.85586102151368
167,lower_latitude_maritime_2020_t04_loc07,2020-10-16T12:00:00.000000000,14.0,308.0,tropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_east_loc02,299.0138244628906,197.48297119140625,299.0138244628906,254.63153983451224,291.1328608194987,225.93360816107852,0.0067109752535925,0.0183952750767966,6.605323686843261e-05,4.644668478689682e-06,0.0273235779895533,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.1328608194987,291.151539588129,0.01867876863030915,,,,290.33464547116665,276.35883102735664,246.5902947416415
168,lower_latitude_maritime_2020_t04_loc08,2020-10-16T12:00:00.000000000,14.0,306.0,tropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_east_loc03,299.15673828125,197.36489868164065,299.15673828125,254.65734244681693,291.21622467041016,225.94407653808597,0.0068388495963172,0.0187288992943855,6.577987311634758e-05,4.644668478689682e-06,0.027550421771955,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.21622467041016,292.2881971009065,1.0719724304963165,,,,291.0820052934142,276.40462074710143,243.49743209368768
169,lower_latitude_maritime_2020_t04_loc09,2020-10-16T12:00:00.000000000,16.0,308.0,tropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,tropical_atlantic_east_loc04,298.7528686523437,197.96556091308597,298.7528686523437,254.4548133643898,290.8781026204427,225.81727515326605,0.0064698340643658,0.0178851109502826,6.187628640841633e-05,4.644668478689682e-06,0.0270235520593962,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,290.8781026204427,291.0094816681851,0.1313790477424277,,,,290.47364923099474,275.69366288261034,246.06435816075833
170,lower_latitude_maritime_2020_t04_loc10,2020-10-16T12:00:00.000000000,20.0,300.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc00,298.99517822265625,198.2596740722656,298.99517822265625,254.31122733451224,290.8839696248372,225.74535454644095,0.0064147214336843,0.0178801477589515,4.5648483378209456e-05,4.644668478689682e-06,0.0270687740394183,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,290.8839696248372,292.585107583219,1.7011379583817643,,,,289.96568475995286,278.0327832941469,242.9481013889145
171,lower_latitude_maritime_2020_t04_loc11,2020-10-16T12:00:00.000000000,18.0,300.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc01,299.34521484375,197.86407470703125,299.34521484375,254.48341864508552,291.1307881673177,225.8102552625868,0.0065074349842522,0.0180736940771446,5.639816016715223e-05,4.644668478689682e-06,0.0272146377780077,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.1307881673177,290.4786951827461,-0.6520929845715955,,,,290.128128253068,275.1501218340599,246.2298070321505
172,lower_latitude_maritime_2020_t04_loc12,2020-10-16T12:00:00.000000000,20.0,302.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc02,298.783935546875,198.56207275390625,298.783935546875,254.239239666913,290.7376073201497,225.73695458306207,0.0063242657475674,0.0176214306745404,4.83872869453645e-05,4.644668478689682e-06,0.0269165650514377,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,290.7376073201497,291.9195972154234,1.1819898952736594,,,,289.47983224420193,277.7515378930359,244.00575239559944
173,lower_latitude_maritime_2020_t04_loc13,2020-10-16T12:00:00.000000000,18.0,302.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc03,299.1629638671875,198.0297698974609,299.1629638671875,254.4221785261824,291.0135981241862,225.79207356770837,0.0063876265319555,0.0176872258421041,5.865801448471456e-05,4.644668478689682e-06,0.0270350175530194,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.0135981241862,292.55128031077885,1.5376821865926331,,,,290.832621588554,276.9927348643199,242.99475628306325
174,lower_latitude_maritime_2020_t04_loc14,2020-10-16T12:00:00.000000000,16.0,300.0,subtropical_atlantic_west,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_west_loc04,299.4632873535156,197.3980407714844,299.4632873535156,254.6168159278664,291.3094304402669,225.8894220987956,0.0068677977205772,0.0186634353365964,6.430715398582473e-05,4.644668478689682e-06,0.0276211608840991,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,291.3094304402669,291.5000059938549,0.19057555358801892,,,,289.991676839876,275.77365900361025,242.61225003913148
175,lower_latitude_maritime_2020_t04_loc15,2020-10-16T12:00:00.000000000,20.0,308.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc00,298.23504638671875,198.66563415527344,298.23504638671875,254.0516551249736,290.31663004557294,225.61648220486111,0.0061333826851646,0.0172268622877256,5.427570712552913e-05,4.644668478689682e-06,0.0262851112587,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,290.31663004557294,291.4163445760689,1.0997145304959872,,,,289.079027032181,277.2829936552372,244.12409979314648
176,lower_latitude_maritime_2020_t04_loc16,2020-10-16T12:00:00.000000000,18.0,308.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc01,298.4525146484375,198.32180786132807,298.4525146484375,254.2484753582929,290.57933044433594,225.7150938245985,0.0063769768475689,0.0176948710559546,5.947951842818071e-05,4.644668478689682e-06,0.0266892626003382,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,290.57933044433594,290.8614078050218,0.2820773606858893,,,,289.3601407547156,275.4514509326954,243.0841223018254
177,lower_latitude_maritime_2020_t04_loc17,2020-10-16T12:00:00.000000000,20.0,306.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc02,298.52294921875,198.651123046875,298.52294921875,254.1154690304318,290.48336029052734,225.65123070610892,0.0061476316000754,0.0171204391151748,5.362536507351866e-05,4.644668478689682e-06,0.0263118360392005,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,290.48336029052734,290.19391729352833,-0.2894429969990142,,,,289.54486643713545,273.754863886208,242.64962457320922
178,lower_latitude_maritime_2020_t04_loc18,2020-10-16T12:00:00.000000000,18.0,306.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc03,298.715576171875,198.2638092041016,298.715576171875,254.3068608464421,290.7289733886719,225.73868136935764,0.006335507574842,0.0175360706233256,5.790455186015709e-05,4.644668478689682e-06,0.0268076821617857,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,290.7289733886719,291.7531308147227,1.024157426050806,,,,290.4078924504572,276.13276489285147,243.47498711929228
179,lower_latitude_maritime_2020_t04_loc19,2020-10-16T12:00:00.000000000,20.0,304.0,subtropical_atlantic_east,lower_latitude_maritime_2020,lower_latitude,maritime,autumn,subtropical_atlantic_east_loc04,298.7652893066406,198.68218994140625,298.7652893066406,254.17385575578015,290.6095352172852,225.69253963894317,0.0062426008151889,0.017367171256092,5.314609218099271e-05,4.644668478689682e-06,0.0263913782913553,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,290.6095352172852,291.45638471828124,0.8468495009960293,,,,290.2484838054605,274.41811813332237,240.37469792467954
180,high_latitude_continental_2020_t00_loc00,2019-12-16T12:00:00.000000000,64.0,90.0,siberia_west,high_latitude_continental_2020,high_latitude,continental,winter,siberia_west_loc00,256.0053100585937,192.87257385253903,258.5216369628906,230.76017101390943,256.2115058898926,211.46810065375436,0.000595870001771,0.0015521224132753,8.89497222692654e-06,4.574557613336953e-06,0.0018000317615497,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,256.2115058898926,257.8321524960254,1.6206466061328229,,,,252.04681955800592,246.01451761517873,224.07149535970305
181,high_latitude_continental_2020_t00_loc01,2019-12-16T12:00:00.000000000,64.0,92.0,siberia_west,high_latitude_continental_2020,high_latitude,continental,winter,siberia_west_loc01,255.90892028808597,193.2497100830078,258.173828125,230.64866926863388,255.64876556396484,211.7689912584093,0.0005662621418144,0.0014696810846312,8.794496423010718e-06,4.574557613336953e-06,0.0017233033506434,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,255.64876556396484,256.78475691736315,1.1359913533983104,,,,251.35262090207607,244.28950364241325,222.8747893607937
182,high_latitude_continental_2020_t00_loc02,2019-12-16T12:00:00.000000000,66.0,90.0,siberia_west,high_latitude_continental_2020,high_latitude,continental,winter,siberia_west_loc02,255.30340576171875,191.99887084960935,257.6521301269531,229.81228720175253,255.3175481160482,210.3066567314996,0.0005556243665469,0.0014396962390179,8.727512390006739e-06,4.574557613336953e-06,0.0017353860973855,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,255.3175481160482,255.8993639294355,0.5818158133873226,,,,251.68708503213227,241.67940474575894,221.70653534501312
183,high_latitude_continental_2020_t00_loc03,2019-12-16T12:00:00.000000000,66.0,92.0,siberia_west,high_latitude_continental_2020,high_latitude,continental,winter,siberia_west_loc03,252.9630584716797,192.29429626464844,256.66949462890625,229.52399918839737,254.235902150472,210.58101314968533,0.000516786006062,0.0013357823360032,8.627035676022331e-06,4.574557613336953e-06,0.0016332928223106,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,254.235902150472,253.9962820636101,-0.2396200868618905,,,,249.42543580374019,241.91675072677072,224.81838150071127
184,high_latitude_continental_2020_t00_loc04,2019-12-16T12:00:00.000000000,64.0,94.0,siberia_west,high_latitude_continental_2020,high_latitude,continental,winter,siberia_west_loc04,253.813720703125,193.60379028320312,258.44830322265625,230.45007942818307,254.77733739217123,212.0927030775282,0.000535909206474,0.0013920809476497,8.727511118708599e-06,4.574557613336953e-06,0.0016423538518096,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,254.77733739217123,254.90510180734714,0.12776441517590342,,,,249.6695392116183,242.64704806747903,223.02257558733635
185,high_latitude_continental_2020_t00_loc05,2019-12-16T12:00:00.000000000,64.0,98.0,siberia_east,high_latitude_continental_2020,high_latitude,continental,winter,siberia_east_loc00,250.4320526123047,194.52359008789065,258.4462280273437,230.04117481128588,252.85969670613608,212.85722266303168,0.0004457350793896,0.0011520507945393,8.593541225137992e-06,4.574557613336953e-06,0.0014883305997371,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,252.85969670613608,253.11002543508,0.2503287289439129,,,,246.6400418057003,241.6459901505374,220.6379684472179
186,high_latitude_continental_2020_t00_loc06,2019-12-16T12:00:00.000000000,64.0,96.0,siberia_east,high_latitude_continental_2020,high_latitude,continental,winter,siberia_east_loc01,252.71163940429688,194.0270233154297,258.594970703125,230.26892790923247,253.89193471272787,212.467396206326,0.0004825861066007,0.0012511467319373,8.627033776821811e-06,4.574557613336953e-06,0.001533628512456,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,253.89193471272787,253.92997321343324,0.03803850070536896,,,,249.24039872367445,242.5163499618651,226.08111348145914
187,high_latitude_continental_2020_t00_loc07,2019-12-16T12:00:00.000000000,66.0,98.0,siberia_east,high_latitude_continental_2020,high_latitude,continental,winter,siberia_east_loc02,252.0767974853516,193.41522216796875,257.01727294921875,229.22925258327172,252.4864018758138,211.56866709391275,0.0003981018309678,0.0010151332705272,8.459573849048512e-06,4.574557613336953e-06,0.0013796260688551,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,252.4864018758138,252.30347928395787,-0.18292259185594162,,,,247.03291216993023,240.63673557262962,223.05325799370087
188,high_latitude_continental_2020_t00_loc08,2019-12-16T12:00:00.000000000,66.0,96.0,siberia_east,high_latitude_continental_2020,high_latitude,continental,winter,siberia_east_loc03,253.62095642089844,192.95846557617188,256.9690856933594,229.31996979584565,253.07288360595703,211.2252875434028,0.0004224206626756,0.001081370536925,8.560050045207581e-06,4.574557613336953e-06,0.0014400157242821,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,253.07288360595703,254.76868253766662,1.6957989317095894,,,,249.62508219099072,242.75439917875732,223.95057363139102
189,high_latitude_continental_2020_t00_loc09,2019-12-16T12:00:00.000000000,68.0,98.0,siberia_east,high_latitude_continental_2020,high_latitude,continental,winter,siberia_east_loc04,254.2348480224609,192.6337127685547,255.34112548828125,228.68087644834776,252.5611317952474,210.4853320651584,0.00036371453125,0.0009121218282519,8.459572458061626e-06,4.574557613336953e-06,0.0012805969165558,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,252.5611317952474,256.06773714447246,3.5066053492250546,,,,249.8843878895685,244.39467851947444,222.66384947718393
190,high_latitude_continental_2020_t00_loc10,2019-12-16T12:00:00.000000000,72.0,90.0,arctic_continental_west,high_latitude_continental_2020,high_latitude,continental,winter,arctic_continental_west_loc00,250.4278564453125,190.4505157470703,256.2986145019531,228.1203778241132,254.16745122273764,208.10855187310116,0.0004416472989054,0.0011470354245211,8.426082618887679e-06,4.574557613336953e-06,0.0013421868130315,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,254.16745122273764,252.72967728754656,-1.4377739351910748,,,,247.13335507394834,241.38797948685817,222.97174513827113
191,high_latitude_continental_2020_t00_loc11,2019-12-16T12:00:00.000000000,70.0,90.0,arctic_continental_west,high_latitude_continental_2020,high_latitude,continental,winter,arctic_continental_west_loc01,258.9888610839844,190.65794372558597,258.9888610839844,228.8742580929318,255.4446589152018,208.6309577094184,0.000485665422786,0.001262701021623,8.593542496430684e-06,4.574557613336953e-06,0.0014684003597307,era5_leave_one_profile_out,ERA5,degraded_nedt,full_3channel,ridge_regression,lower_layer_mean_temperature_k,255.4446589152018,255.8964806675453,0.4518217523434771,,,,252.67257467648236,242.4453598963168,226.30705262422833
